"","USD.Pledged","State","Backers.Count","Blurb.Length","Blurb.Caps","Campaign.Length","Decision.Timing","Goal","Name.Length","Name.Caps","Category","Category..parent.only.","Country","Spotlight","Staff.Pick"
"2463",205,0,4,130,1,2592000,2592000,2000,40,13,"photography photobooks","photography","US",FALSE,FALSE
"2511",17311,1,183,128,2,2592000,2592000,16500,60,10,"music rock","music","US",TRUE,FALSE
"2227",2300,1,72,133,1,2764800,2764800,1500,54,9,"comics comic books","comics","US",TRUE,TRUE
"526",10184,1,63,135,6,2375990,2375990,10000,35,10,"dance performances","dance","US",TRUE,TRUE
"195",31558,1,225,134,3,4082115,4082115,30000,47,6,"food drinks","food","US",TRUE,FALSE
"2986",3351,0,17,118,5,3888000,3888000,18800,36,3,"art sculpture","art","US",FALSE,FALSE
"1842",869.03682816,1,8,103,1,2592000,2592000,750,43,3,"crafts candles","crafts","DE",TRUE,TRUE
"1142",724,1,38,135,5,811668,811668,500,40,5,"games playing cards","games","US",TRUE,FALSE
"3371",15,0,1,79,3,5184000,5184000,30000,40,8,"music hip hop","music","US",FALSE,FALSE
"1253",109,0,6,35,1,604800,604800,250,14,2,"crafts stationery","crafts","US",FALSE,FALSE
"1268",102,0,3,40,7,634881,634882,10000,47,18,"music pop","music","US",FALSE,FALSE
"1038",3021,0,27,135,20,5168042,5168042,20000,29,4,"dance spaces","dance","US",FALSE,FALSE
"3446",161,0,8,135,7,2592000,2592000,11500,56,3,"film   video television","film & video","US",FALSE,FALSE
"665",495,0,16,86,7,5184000,5184000,3300,57,6,"music punk","music","US",FALSE,FALSE
"2650",66.180534,0,1,39,4,2592000,2592000,2600,31,4,"fashion jewelry","fashion","IE",FALSE,FALSE
"1627",1114.23294632,1,31,76,1,2638500,2638502,400,14,3,"publishing children s books","publishing","GB",TRUE,FALSE
"2757",175,0,4,129,5,3391406,3391407,700,57,3,"music classical music","music","US",FALSE,FALSE
"1011",30206.8,1,640,55,6,2592000,2592000,28000,28,6,"music rock","music","US",TRUE,TRUE
"1115",20060.11,1,180,116,5,2878834,2878834,20000,22,2,"music rock","music","US",TRUE,FALSE
"953",8373.45,1,168,131,15,2592000,2592000,7500,60,18,"music classical music","music","US",TRUE,TRUE
"348",27641,1,101,132,2,2592000,2592000,25000,26,4,"food drinks","food","US",TRUE,FALSE
"1017",4575,1,45,135,2,1246692,1246726,3500,58,12,"music rock","music","US",TRUE,FALSE
"2013",338,1,14,47,1,2592000,2592001,100,23,2,"publishing fiction","publishing","US",TRUE,FALSE
"1379",7325,1,73,135,5,2591969,2591969,6000,34,3,"photography places","photography","US",TRUE,FALSE
"2888",0,0,0,48,2,2682000,225910,5000,26,2,"photography photobooks","photography","FR",FALSE,FALSE
"2074",125,0,3,134,7,3170991,3170991,10000,58,8,"theater musical","theater","US",FALSE,FALSE
"2567",12039.4156260078,1,535,98,4,2592000,2592000,5000,20,3,"games playing cards","games","DK",TRUE,FALSE
"1450",0,0,0,89,1,2592000,2592002,300,29,4,"film   video drama","film & video","GB",FALSE,FALSE
"1673",388277,1,768,38,1,2592000,2592000,100000,7,0,"technology sound","technology","US",TRUE,TRUE
"1790",4381,1,177,73,8,1209600,1209600,2500,59,10,"comics comic books","comics","US",TRUE,FALSE
"211",5750,1,22,133,4,3884400,3884403,5750,55,4,"fashion ready to wear","fashion","US",TRUE,FALSE
"2980",0,0,0,126,2,2592000,2592000,5000,15,3,"music hip hop","music","US",FALSE,FALSE
"1614",4668,1,75,134,6,2332800,2332801,3000,56,5,"music pop","music","US",TRUE,FALSE
"2641",0,0,0,34,1,2592000,259870,35000,42,5,"technology sound","technology","GB",FALSE,FALSE
"555",15,0,2,128,1,2592000,2592006,35000,25,3,"dance performances","dance","US",FALSE,FALSE
"1895",271,1,17,130,3,3715200,3715200,77,36,6,"comics comic books","comics","US",TRUE,FALSE
"373",1,0,1,112,4,3888000,3888045,75000,47,6,"technology robots","technology","US",FALSE,FALSE
"2892",23.7278173065,0,5,117,1,2592000,2592000,15000,19,1,"food small batch","food","CA",FALSE,FALSE
"1167",6221.6306259,1,52,117,1,3060311,3060322,5000,23,2,"photography photobooks","photography","CA",TRUE,TRUE
"2592",2757.94991387,1,44,93,2,3711600,3711600,2500,46,1,"film   video shorts","film & video","ES",TRUE,FALSE
"2538",791,1,24,73,1,2592000,2592000,500,35,6,"fashion jewelry","fashion","US",TRUE,FALSE
"1799",0,0,0,62,3,2592000,1575692,8000,36,7,"photography places","photography","US",FALSE,FALSE
"905",0,0,0,65,9,2592000,2592000,660,7,1,"technology web","technology","US",FALSE,FALSE
"2985",2673.69,1,72,95,9,2399753,2399754,1000,20,7,"art illustration","art","US",TRUE,FALSE
"1866",6445.87460352,0,66,88,1,2595600,2595600,18500,29,1,"technology apps","technology","ES",FALSE,FALSE
"1047",925,0,13,130,4,2592000,2592002,15000,23,4,"food small batch","food","US",FALSE,FALSE
"2971",287,1,15,35,3,2592000,2592001,250,18,3,"art illustration","art","US",TRUE,FALSE
"3004",2,0,2,78,3,5187600,5187600,1000,39,3,"photography nature","photography","US",FALSE,FALSE
"309",266,0,3,121,1,2592000,216763,65335,22,3,"film   video horror","film & video","US",FALSE,FALSE
"3207",2021.494764,1,30,135,10,2145564,2145564,1450,59,7,"dance performances","dance","GB",TRUE,TRUE
"1248",534.446566122,1,14,118,2,4585787,4585788,750,37,5,"music electronic music","music","AU",TRUE,TRUE
"166",5908,1,94,76,2,2592000,2592001,5000,43,4,"music country   folk","music","US",TRUE,FALSE
"217",5120.3390176,1,103,32,4,2854800,2854801,3300,7,1,"music jazz","music","FR",TRUE,TRUE
"1314",28396.10764144,1,83,135,9,3888000,3888000,3000000,54,6,"technology robots","technology","JP",TRUE,TRUE
"2629",4191.51,1,54,59,9,2592000,2592000,3000,59,9,"music rock","music","US",TRUE,FALSE
"2120",3856,1,66,37,3,2592000,2592001,1500,18,4,"comics comic books","comics","US",TRUE,FALSE
"588",11891,1,46,131,13,3891600,3891600,10000,33,3,"film   video shorts","film & video","US",TRUE,FALSE
"1599",17333.25280654,1,439,97,1,2592000,2592000,30000,55,6,"publishing children s books","publishing","NO",TRUE,TRUE
"141",5100,1,31,134,13,2595600,2595601,5000,18,3,"dance","dance","US",TRUE,FALSE
"722",240,0,2,133,2,2592000,2592000,20000,28,5,"food small batch","food","US",FALSE,FALSE
"2907",15103,1,266,110,7,2727874,2727875,10000,25,4,"food","food","US",TRUE,TRUE
"153",4635.48,1,105,117,7,3976039,3976039,4000,41,5,"dance","dance","US",TRUE,FALSE
"294",778,0,13,74,1,5180400,5180401,20000,22,3,"food drinks","food","US",FALSE,FALSE
"277",20,0,2,135,3,5180400,4296190,4000,60,5,"art conceptual art","art","US",FALSE,FALSE
"1487",25903.32537525,0,94,129,2,2764800,2764800,26000,38,5,"publishing periodicals","publishing","NL",FALSE,FALSE
"41",11173.2184037664,1,216,134,2,3196800,3196800,2100,46,5,"design product design","design","AU",TRUE,FALSE
"2479",1923.1383116,1,54,81,6,2862128,2862128,2000,50,6,"music rock","music","CA",TRUE,FALSE
"2138",1049.59503154,0,7,131,4,3670840,3670840,7500,46,4,"design architecture","design","IT",FALSE,FALSE
"316",5431,1,99,108,1,2592000,2592000,5000,12,2,"dance performances","dance","US",TRUE,FALSE
"3295",0,0,0,115,8,5184000,5184000,15000,21,3,"food events","food","US",FALSE,FALSE
"2576",6323.8784424,1,56,133,19,5184000,5184000,20000,57,12,"technology sound","technology","HK",TRUE,FALSE
"3188",505.2338469,1,21,89,2,604800,604801,100,19,2,"games tabletop games","games","GB",TRUE,FALSE
"2822",1115,1,39,120,3,2517993,2517994,1050,37,5,"music classical music","music","US",TRUE,FALSE
"2795",1.13427554,0,1,130,1,1728000,1728002,2000,9,2,"technology web","technology","FR",FALSE,FALSE
"2504",358,0,11,129,1,5049147,5049148,10000,55,2,"technology web","technology","US",FALSE,FALSE
"2646",1.11510442,0,1,72,2,2851200,2851200,10000,10,2,"games playing cards","games","FR",FALSE,FALSE
"3111",3018.71338575,1,78,117,4,2592000,2592001,2000,7,2,"journalism web","journalism","GB",TRUE,TRUE
"1183",1050,1,9,128,7,5187600,5187600,1000,40,7,"music rock","music","US",TRUE,FALSE
"752",0,0,0,125,2,5184000,5184000,20000,23,4,"dance workshops","dance","US",FALSE,FALSE
"3281",0,0,0,125,5,2588400,2588400,20000,45,7,"music world music","music","US",FALSE,FALSE
"374",3338,1,86,133,4,2595600,2595600,2500,56,7,"dance","dance","US",TRUE,TRUE
"3607",37412.37,1,425,121,3,4762972,4763007,35000,17,15,"music indie rock","music","US",TRUE,FALSE
"2033",40,0,2,99,4,2595600,2595600,1000,49,6,"crafts quilts","crafts","US",FALSE,FALSE
"2082",30698,1,499,58,2,2588400,2588400,25000,19,3,"crafts","crafts","US",TRUE,FALSE
"516",37.67482576,0,2,116,10,1768614,1768616,3000,26,4,"music world music","music","SG",FALSE,FALSE
"13",581,1,25,110,6,2458809,2458809,500,30,5,"design product design","design","US",TRUE,FALSE
"2117",35275.64,1,269,69,3,2046956,2046956,35000,59,8,"theater plays","theater","US",TRUE,TRUE
"2038",15115,1,112,134,7,2499978,2499979,14300,59,10,"crafts weaving","crafts","US",TRUE,FALSE
"1919",11.6202052,0,3,119,4,3024000,3024002,36000,48,7,"technology apps","technology","BE",FALSE,FALSE
"755",388277,1,768,38,1,2592000,2592000,100000,7,0,"technology sound","technology","US",TRUE,TRUE
"2457",23420.42,1,660,134,4,4005941,4005952,15000,44,6,"music classical music","music","US",TRUE,TRUE
"1332",1550,1,23,77,1,2588400,2588401,1500,27,3,"music pop","music","US",TRUE,FALSE
"3350",101,0,2,131,11,4316400,4316400,2300,13,3,"music hip hop","music","US",FALSE,FALSE
"1113",6536,1,154,131,4,604800,604800,5650,49,5,"music classical music","music","US",TRUE,FALSE
"2976",7272,1,194,32,6,3020400,3020566,3500,26,9,"art illustration","art","US",TRUE,FALSE
"1006",16468.4784874,1,177,104,22,2592000,2592000,700000,53,17,"photography photobooks","photography","JP",TRUE,TRUE
"2585",0,0,0,135,4,2592000,2592001,2500,42,8,"film   video festivals","film & video","AU",FALSE,FALSE
"3031",4146,1,35,128,4,1806633,1806633,3500,39,8,"art public art","art","US",TRUE,FALSE
"2339",679,1,12,130,2,2592000,2592000,500,19,10,"publishing fiction","publishing","US",TRUE,FALSE
"1448",30170.7661266,1,151,61,1,2595600,2595600,13900,37,4,"technology fabrication tools","technology","GB",TRUE,FALSE
"3358",5101.60253594,1,72,111,4,2895436,2895436,40000,45,5,"art illustration","art","HK",TRUE,FALSE
"671",26,0,2,86,1,2592000,2592001,15000,17,3,"technology web","technology","US",FALSE,FALSE
"2169",2,0,2,41,6,2592000,2592000,1500,28,5,"music faith","music","US",FALSE,FALSE
"1134",1961,1,22,128,4,1728000,1728000,1500,32,3,"food","food","US",TRUE,FALSE
"3230",28014,1,157,83,1,2592000,2592004,28000,45,2,"film   video narrative film","film & video","US",TRUE,FALSE
"1088",3258,1,68,126,23,2592000,2592002,2000,58,9,"music rock","music","US",TRUE,FALSE
"1507",5299,1,55,133,5,5180400,5180401,2500,48,6,"technology gadgets","technology","US",TRUE,FALSE
"1934",15885,1,107,134,7,3456000,3456000,15400,49,5,"music faith","music","US",TRUE,FALSE
"1501",8827,1,131,106,1,3640884,3640884,6850,51,9,"publishing children s books","publishing","US",TRUE,FALSE
"480",2370,1,30,122,12,2600585,2600585,2000,60,12,"dance performances","dance","US",TRUE,FALSE
"2115",3302,1,117,107,6,2592000,2592004,1000,26,4,"comics comic books","comics","US",TRUE,FALSE
"3062",254.318269,1,31,130,3,5184000,5184000,200,49,2,"art illustration","art","IE",TRUE,FALSE
"1914",1325,1,14,109,2,2592000,2592000,1250,14,2,"photography fine art","photography","US",TRUE,FALSE
"1871",1,0,1,135,10,2592000,2592000,25000,43,7,"music r b","music","US",FALSE,FALSE
"1109",16423,1,172,84,1,2595600,2595602,3000,33,4,"publishing art books","publishing","US",TRUE,FALSE
"165",1.08712786,0,1,112,3,2592000,2592001,100000,43,4,"technology robots","technology","DE",FALSE,FALSE
"1075",16124.068234456,1,138,131,5,5212159,5212160,20000,49,2,"photography photobooks","photography","CA",TRUE,FALSE
"3146",1565,1,41,132,7,2592000,2592002,550,21,8,"journalism audio","journalism","US",TRUE,FALSE
"3250",446,0,17,67,3,2592000,2592000,1000,25,5,"publishing anthologies","publishing","US",FALSE,FALSE
"1386",303.098908,1,21,44,1,2160000,2160001,200,29,5,"art illustration","art","GB",TRUE,FALSE
"2284",30.9865794,0,7,129,6,5184000,5184000,25000,47,6,"technology hardware","technology","IT",FALSE,FALSE
"610",13357,1,288,128,4,3452400,3452401,11000,60,9,"games playing cards","games","US",TRUE,FALSE
"2378",9800,1,69,128,2,1555200,1555200,3500,42,11,"film   video documentary","film & video","US",TRUE,FALSE
"2774",20,0,1,123,1,2592000,2592002,5000,26,3,"fashion jewelry","fashion","US",FALSE,FALSE
"127",60,0,2,127,3,2073600,2073600,900,10,1,"film   video horror","film & video","US",FALSE,FALSE
"2260",10227,0,12,67,1,5184000,5184003,73584,6,4,"technology apps","technology","US",FALSE,FALSE
"686",10171,1,116,126,1,2467879,2467879,10000,40,6,"fashion childrenswear","fashion","US",TRUE,FALSE
"1982",11823,1,217,135,11,3674354,3674355,10000,49,12,"comics comic books","comics","US",TRUE,FALSE
"2862",0,0,0,115,1,2478390,94295,8000,46,6,"food small batch","food","US",FALSE,FALSE
"3382",5680,1,105,130,4,3110400,3110400,5500,53,7,"music world music","music","US",TRUE,FALSE
"931",3,0,3,126,3,2592000,2592001,8500,12,2,"technology web","technology","US",FALSE,FALSE
"2926",0,0,0,133,4,2592000,2592001,25000,8,1,"technology web","technology","NO",FALSE,FALSE
"2291",50920,1,501,133,35,3024000,3024000,5000,43,15,"technology hardware","technology","US",TRUE,FALSE
"847",1089,1,31,34,6,2455768,2455780,1000,18,5,"music rock","music","US",TRUE,FALSE
"3185",765,1,8,134,8,1800933,1800933,500,27,3,"art public art","art","US",TRUE,FALSE
"983",7047,1,82,103,3,2592000,2592000,7000,13,3,"food","food","US",TRUE,TRUE
"619",77710.8,1,498,124,1,2611012,2611024,75000,29,5,"film   video documentary","film & video","US",TRUE,TRUE
"1927",2117.17483866,1,37,68,2,2592000,2592000,1000,44,11,"theater plays","theater","ES",TRUE,FALSE
"477",251,0,7,133,2,5184000,5184002,2500,27,3,"music world music","music","US",FALSE,FALSE
"1999",0,0,0,133,13,2592000,2592000,3500,21,2,"film   video music videos","film & video","US",FALSE,FALSE
"151",67.53803462,0,3,91,2,2592000,2592000,575,27,6,"art painting","art","GB",FALSE,FALSE
"2714",1731.58145455,1,21,130,1,2592000,2592000,625,20,5,"dance workshops","dance","GB",TRUE,FALSE
"1638",3535,1,49,96,5,2592000,2592000,3500,28,6,"music pop","music","US",TRUE,FALSE
"2815",704.55764985,0,13,134,1,2646372,2646372,30000,60,4,"publishing art books","publishing","GB",FALSE,FALSE
"2208",5495,1,93,135,15,2168500,2168500,3000,60,11,"comics comic books","comics","US",TRUE,FALSE
"3463",1793,1,31,134,7,2588400,2588403,1000,30,3,"film   video narrative film","film & video","US",TRUE,FALSE
"2203",3113.4054175,1,31,94,9,3024000,3024015,2000,18,2,"theater plays","theater","GB",TRUE,FALSE
"2474",684.1282245,1,31,135,4,2592000,2592000,500,60,4,"film   video shorts","film & video","GB",TRUE,FALSE
"1029",4046,1,22,135,11,2592000,2592004,4000,52,6,"music classical music","music","US",TRUE,FALSE
"326",1750,1,22,120,4,1900800,1900802,1500,51,5,"art painting","art","US",TRUE,TRUE
"3352",27,0,3,90,1,2405967,2405967,1000000,17,3,"games live games","games","US",FALSE,FALSE
"2837",0,0,0,135,19,2592000,2592001,2500,47,11,"technology diy electronics","technology","US",FALSE,FALSE
"1956",1292.8042414,1,38,135,6,1801023,1801023,500,58,7,"theater musical","theater","GB",TRUE,FALSE
"1262",8124,1,173,111,4,2595600,2595600,7000,45,20,"comics graphic novels","comics","US",TRUE,FALSE
"1788",3173,1,43,134,13,2592000,2592059,2500,59,7,"music faith","music","US",TRUE,FALSE
"1363",6064.51510014,1,82,95,5,2592000,2592001,2500,14,13,"publishing academic","publishing","ES",TRUE,FALSE
"985",1000,0,2,88,4,2592000,2592000,50000,33,4,"technology sound","technology","US",FALSE,FALSE
"2087",3050,1,81,123,8,3024000,3024000,3000,25,5,"publishing fiction","publishing","US",TRUE,FALSE
"2870",95,0,3,52,7,5184000,5184000,20000,22,4,"food small batch","food","US",FALSE,FALSE
"986",2364.76238203,1,96,71,1,2591992,2591992,699,34,6,"games playing cards","games","GB",TRUE,FALSE
"137",3553,1,106,93,1,2592000,2592001,1500,49,7,"design product design","design","US",TRUE,FALSE
"2503",2205,1,50,122,16,691200,691200,99,39,34,"games playing cards","games","US",TRUE,FALSE
"1762",25,0,1,132,10,2688357,262894,20000,42,4,"music r b","music","US",FALSE,FALSE
"1584",13079.0408384,1,143,118,2,2592000,2592000,9500,52,6,"photography","photography","GB",TRUE,TRUE
"589",133292.6,1,1103,91,8,2588400,2588401,6000,23,4,"games playing cards","games","US",TRUE,TRUE
"3155",10676,1,39,133,9,2592000,2592000,10000,55,15,"theater musical","theater","US",TRUE,FALSE
"1903",1.25528632,0,1,63,2,2176307,2176309,3000,17,2,"technology apps","technology","GB",FALSE,FALSE
"3456",3050,1,38,134,6,927527,927528,3000,10,2,"music world music","music","US",TRUE,FALSE
"2244",6220,1,237,129,27,2588400,2588400,5000,58,8,"comics comic books","comics","US",TRUE,FALSE
"1793",2215,1,30,134,3,2592000,2592000,2200,19,3,"publishing fiction","publishing","US",TRUE,FALSE
"680",10431.7707382392,1,270,128,6,2635196,2635197,75000,32,3,"games playing cards","games","SE",TRUE,FALSE
"3513",1.13365832,0,1,134,11,5184000,5184001,3500,30,27,"photography nature","photography","IT",FALSE,FALSE
"1630",82385.01,1,864,95,4,2592000,2592004,17000,47,5,"comics graphic novels","comics","US",TRUE,FALSE
"2548",85,0,4,128,2,2592000,2592000,13000,59,2,"food small batch","food","US",FALSE,FALSE
"3457",9112.2421453456,1,232,117,15,2592000,2592001,10000,49,7,"games tabletop games","games","AU",TRUE,FALSE
"1808",4470,1,51,126,1,2894919,2894930,4100,53,6,"film   video music videos","film & video","US",TRUE,FALSE
"344",4536.17972493,1,73,85,3,2592000,2592000,15900,38,3,"design product design","design","HK",TRUE,TRUE
"3484",1447.15440512,1,546,132,8,1814400,1814400,50,13,3,"games tabletop games","games","GB",TRUE,FALSE
"2507",798,0,13,25,3,2592000,2592000,3000,12,2,"photography photobooks","photography","US",FALSE,FALSE
"2992",0,0,0,85,6,2592000,2592000,8500,14,2,"food events","food","GB",FALSE,FALSE
"3092",1501.80501924,1,27,74,7,2592000,2592000,1000,32,26,"music world music","music","CA",TRUE,FALSE
"2920",1120,1,20,133,3,2592000,2592001,1000,59,3,"fashion jewelry","fashion","US",TRUE,FALSE
"3609",577,1,25,121,4,2588400,2588402,132,26,5,"crafts diy","crafts","US",TRUE,FALSE
"1885",1,0,1,110,1,2592000,2592000,20000,37,2,"technology apps","technology","US",FALSE,FALSE
"3236",0,0,0,69,1,2592000,100,500,32,6,"games live games","games","US",FALSE,FALSE
"3124",342,1,32,133,4,2595600,2595601,300,28,5,"publishing anthologies","publishing","US",TRUE,FALSE
"876",0,0,0,134,6,2592000,2592002,7000,57,8,"fashion jewelry","fashion","IT",FALSE,FALSE
"2582",50,0,1,135,2,2592000,2592000,240000,52,4,"technology web","technology","US",FALSE,FALSE
"2225",30328,1,506,114,20,2592000,2592000,12000,22,4,"publishing comedy","publishing","US",TRUE,FALSE
"554",0,0,0,132,4,2592000,114386,10000,46,5,"art sculpture","art","US",FALSE,FALSE
"2875",1617,0,24,135,3,5184000,5184000,6500,41,5,"publishing art books","publishing","US",FALSE,FALSE
"2132",56162,1,315,118,1,2771418,2771450,54000,22,3,"technology hardware","technology","US",TRUE,FALSE
"1547",66.7999173,0,2,84,3,2595600,2595600,1000,22,20,"publishing academic","publishing","GB",FALSE,FALSE
"2681",1101,1,32,97,10,3467287,3467290,1000,36,9,"music rock","music","US",TRUE,FALSE
"1326",579.29706572,1,4,133,30,2592000,2592000,500,58,15,"technology hardware","technology","IT",TRUE,FALSE
"2645",1896,1,65,135,8,5180400,5180400,300,35,5,"food drinks","food","US",TRUE,FALSE
"706",0,0,0,132,2,5028072,5028072,70000,46,9,"publishing art books","publishing","US",FALSE,FALSE
"2667",148154.670373607,1,2395,110,6,2588400,2588404,50000,43,6,"film   video documentary","film & video","GB",TRUE,TRUE
"2758",11147,1,180,134,4,2592000,2592000,8000,33,5,"food vegan","food","US",TRUE,TRUE
"712",39,0,1,56,2,2592000,2592042,500,44,1,"fashion jewelry","fashion","US",FALSE,FALSE
"1452",71945,1,672,130,37,5184000,5184000,5000,50,11,"technology gadgets","technology","US",TRUE,FALSE
"672",1284.7841764208,1,19,99,6,3456000,3456000,1000,31,2,"music classical music","music","GB",TRUE,FALSE
"1274",610.324987293,1,16,118,8,1728000,1728000,700,42,4,"film   video horror","film & video","CA",TRUE,FALSE
"1828",3055,1,47,126,11,2592000,2592000,2500,53,12,"theater musical","theater","US",TRUE,FALSE
"3069",0,0,0,127,7,3456000,3456003,20000,42,6,"games live games","games","DE",FALSE,FALSE
"2446",1371,1,34,73,5,1299600,1299600,1200,31,9,"music rock","music","US",TRUE,FALSE
"3061",495,0,7,135,15,2592000,2592008,5000,58,12,"dance performances","dance","US",FALSE,FALSE
"528",139,0,6,135,16,3888000,3888003,5000,32,5,"art public art","art","US",FALSE,FALSE
"2429",2144,1,65,133,6,2592000,2592000,1600,29,23,"music rock","music","US",TRUE,FALSE
"1569",77771.5199441684,1,416,135,19,2592000,2592000,5000,25,3,"technology wearables","technology","CA",TRUE,FALSE
"2088",186,0,5,134,1,1814400,1814400,2000,29,4,"publishing calendars","publishing","US",FALSE,FALSE
"1960",50,1,18,66,1,1256565,1256567,10,40,3,"technology apps","technology","US",TRUE,FALSE
"2570",45,1,19,128,3,1299600,1299600,45,35,4,"games playing cards","games","US",TRUE,FALSE
"473",11703,1,290,135,10,2592000,2592001,7500,53,10,"games tabletop games","games","US",TRUE,FALSE
"2248",48018,1,1350,131,2,2602587,2602587,20000,21,4,"comics comic books","comics","US",TRUE,TRUE
"2002",9807.6703506817,1,508,132,5,1260069,1260099,5000,46,6,"publishing fiction","publishing","GB",TRUE,FALSE
"1149",6214,1,58,133,1,2532797,2532809,5750,29,4,"music classical music","music","US",TRUE,FALSE
"2037",604.17314874,1,13,99,8,1919391,1919401,500,12,3,"theater plays","theater","AU",TRUE,FALSE
"2313",0,0,0,89,4,2588400,2588403,100,44,2,"photography places","photography","US",FALSE,FALSE
"2823",7988.79452452,1,191,70,1,2604448,2604448,1,52,6,"film   video documentary","film & video","GB",TRUE,FALSE
"3476",4863,0,123,114,3,1814400,1814400,10500,5,1,"film   video narrative film","film & video","US",FALSE,FALSE
"2234",507,1,22,130,3,1382876,1382876,400,33,4,"comics comic books","comics","US",TRUE,FALSE
"3324",0.9734012469,0,1,128,1,2592000,812039,6600,55,38,"music world music","music","CA",FALSE,FALSE
"458",2.24441702,0,2,54,1,2592000,2592000,3500,11,1,"publishing literary spaces","publishing","ES",FALSE,FALSE
"3224",8328,1,77,135,3,2592000,2592000,8000,43,12,"film   video narrative film","film & video","US",TRUE,TRUE
"831",3111,1,44,118,2,3110292,3110292,3000,28,5,"games playing cards","games","US",TRUE,FALSE
"1078",626,1,14,96,2,2592000,2592000,600,24,3,"music classical music","music","US",TRUE,FALSE
"919",4956,1,132,54,3,1728000,1728001,4750,11,2,"games playing cards","games","US",TRUE,TRUE
"1562",13728.83,1,335,135,1,2592000,2592000,5800,59,6,"publishing academic","publishing","US",TRUE,TRUE
"2283",2110,0,17,134,8,2586398,2586398,5500,53,8,"film   video music videos","film & video","US",FALSE,FALSE
"1313",120,0,5,135,3,2831134,2831158,1000,25,5,"publishing periodicals","publishing","US",FALSE,FALSE
"185",77,0,2,134,10,604800,604800,700,53,1,"art painting","art","US",FALSE,FALSE
"413",8711.0395777,1,49,79,2,3459600,3459600,11000,25,4,"food drinks","food","CA",TRUE,FALSE
"627",370303,1,1309,129,11,2592000,2592000,5000,42,5,"technology diy electronics","technology","US",TRUE,TRUE
"3401",31265.77,1,138,130,7,5184000,5184000,30000,59,4,"art ceramics","art","US",TRUE,FALSE
"1333",22.7594463,0,2,134,2,2587618,2587618,25000,49,1,"publishing academic","publishing","GB",FALSE,FALSE
"3126",10,0,1,78,0,2592000,2592000,20000,38,1,"music hip hop","music","US",FALSE,FALSE
"2253",16736.4016456,1,86,129,1,2592000,2592000,12000,41,8,"technology hardware","technology","CA",TRUE,FALSE
"1899",1850,1,33,127,4,2592000,2592001,1850,46,6,"design architecture","design","US",TRUE,FALSE
"779",13084.5982985826,1,145,27,22,2592000,2592003,10500,23,3,"games playing cards","games","GB",TRUE,FALSE
"1561",1978,1,44,112,2,2592000,2592000,1233,29,2,"art","art","US",TRUE,FALSE
"564",33052,1,19,123,2,2592000,2592001,30000,13,3,"film   video narrative film","film & video","US",TRUE,TRUE
"794",567968.41,1,5549,109,19,2623878,2623911,10000,53,7,"technology diy electronics","technology","US",TRUE,TRUE
"1415",11219.94937532,1,127,123,2,3200350,3200350,10000,58,6,"technology hardware","technology","ES",TRUE,FALSE
"3523",10,0,1,51,5,3456000,3456000,5000,45,6,"music world music","music","US",FALSE,FALSE
"1370",40668.5510744562,1,508,110,1,1810800,1810800,35000,19,3,"music pop","music","CA",TRUE,FALSE
"160",1,0,1,134,5,2683431,2683432,12500,59,7,"technology gadgets","technology","US",FALSE,FALSE
"2516",0,0,0,134,14,2592000,2592003,150000,40,6,"technology web","technology","IT",FALSE,FALSE
"2968",1242,0,17,98,1,5184000,5184000,100000,57,3,"games live games","games","US",FALSE,FALSE
"3129",2676,1,36,126,29,1770598,1770599,2500,32,19,"dance performances","dance","US",TRUE,FALSE
"2505",573.11506892,0,16,134,9,3026907,3026921,1500,12,2,"music classical music","music","GB",FALSE,FALSE
"617",46,0,3,123,1,4520746,2951167,2000,68,6,"dance spaces","dance","US",FALSE,FALSE
"357",1,0,1,48,1,3110400,3110400,20000,37,4,"food food trucks","food","US",FALSE,FALSE
"279",932,1,21,88,1,5184000,5184000,900,18,3,"publishing young adult","publishing","US",TRUE,FALSE
"270",7621.40581668,1,92,124,2,2612214,2612214,6000,40,5,"food drinks","food","DE",TRUE,TRUE
"3482",7808.17680384,1,70,134,12,4921822,4921822,5000,32,8,"theater plays","theater","GB",TRUE,FALSE
"2694",150,0,4,132,9,2592000,2592000,2000,24,4,"dance residencies","dance","US",FALSE,FALSE
"2395",72,0,4,127,5,5184000,5184000,4000,18,3,"fashion jewelry","fashion","US",FALSE,FALSE
"3201",2642.68,1,64,131,2,2434828,2434829,2500,17,2,"publishing anthologies","publishing","US",TRUE,FALSE
"2266",10905,1,145,133,4,1814400,1814404,10000,60,9,"crafts","crafts","US",TRUE,FALSE
"618",10287,1,207,79,9,5187600,5187601,6000,52,9,"food drinks","food","US",TRUE,FALSE
"1905",611.3809254329,0,27,68,1,2592000,2592000,45000,21,1,"technology apps","technology","SE",FALSE,FALSE
"2746",5116.1485354,1,134,130,17,3032843,3032843,4000,17,5,"music rock","music","GB",TRUE,FALSE
"337",828,1,17,74,1,3024000,3024000,500,35,3,"food drinks","food","US",TRUE,FALSE
"2845",13562.61832965,1,279,37,5,2592000,2592000,2500,37,5,"games playing cards","games","GB",TRUE,FALSE
"3588",0,0,0,117,3,2960668,2960669,500,60,7,"crafts diy","crafts","US",FALSE,FALSE
"539",7.5052649,0,1,133,12,2617782,2617782,1000,26,3,"art public art","art","CA",FALSE,FALSE
